Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
575000000000000000000;17574000000000000;420000000000000000;23800000000000000000;5530000000000000000;13000000000000000000;5040000000000000000;405000000000000000;-1241000000000000000
705000000000000000000;23947000000000000;380000000000000000;22200000000000000000;4260000000000000000;10410000000000000000;4010000000000000000;404400000000000000;-1240900000000000000
550000000000000000000;35345000000000000;520000000000000000;11960000000000000000;2360000000000000000;9650000000000000000;2650000000000000000;404700000000000000;-1241000000000000000
713000000000000000000;26094000000000000;340000000000000000;10060000000000000000;2130000000000000000;4430000000000000000;1580000000000000000;404500000000000000;-1240300000000000000
1114000000000000000000;23571000000000000;520000000000000000;22170000000000000000;3940000000000000000;9070000000000000000;3690000000000000000;405800000000000000;-1242600000000000000
1067000000000000000000;30806000000000000;520000000000000000;26940000000000000000;4530000000000000000;11520000000000000000;4350000000000000000;405400000000000000;-1242300000000000000
946000000000000000000;30147000000000000;520000000000000000;18200000000000000000;3000000000000000000;8060000000000000000;2700000000000000000;405400000000000000;-1243500000000000000
761000000000000000000;19417000000000000;320000000000000000;14300000000000000000;4190000000000000000;4340000000000000000;1870000000000000000;402800000000000000;-1242500000000000000
1356000000000000000000;26250000000000000;170000000000000000;13190000000000000000;2670000000000000000;3930000000000000000;1630000000000000000;400600000000000000;-1240800000000000000
707000000000000000000;13190000000000000;160000000000000000;20880000000000000000;5350000000000000000;8160000000000000000;3260000000000000000;402200000000000000;-1240000000000000000
740000000000000000000;20962000000000000;280000000000000000;28090000000000000000;6050000000000000000;10930000000000000000;4380000000000000000;402800000000000000;-1238400000000000000
543000000000000000000;17250000000000000;310000000000000000;18520000000000000000;4520000000000000000;9170000000000000000;3590000000000000000;402400000000000000;-1236800000000000000
768000000000000000000;12227000000000000;190000000000000000;22830000000000000000;6340000000000000000;11840000000000000000;4530000000000000000;401600000000000000;-1238200000000000000
824000000000000000000;20870000000000000;330000000000000000;29850000000000000000;5910000000000000000;12210000000000000000;4860000000000000000;401200000000000000;-1238200000000000000
1015000000000000000000;19625000000000000;350000000000000000;20520000000000000000;4770000000000000000;9000000000000000000;4020000000000000000;401100000000000000;-1237500000000000000
1019000000000000000000;21864000000000000;170000000000000000;20190000000000000000;4960000000000000000;8990000000000000000;3470000000000000000;400500000000000000;-1237800000000000000
608000000000000000000;18793000000000000;380000000000000000;13270000000000000000;2620000000000000000;7840000000000000000;2310000000000000000;331200000000000000;-1155200000000000000
534000000000000000000;21630000000000000;180000000000000000;11090000000000000000;2830000000000000000;10060000000000000000;2530000000000000000;331300000000000000;-1155200000000000000
467000000000000000000;21010000000000000;210000000000000000;10240000000000000000;2180000000000000000;8900000000000000000;2320000000000000000;331200000000000000;-1155100000000000000
400000000000000000000;10000000000000000;330000000000000000;12340000000000000000;3730000000000000000;7770000000000000000;2980000000000000000;331900000000000000;-1154600000000000000
433000000000000000000;16552000000000000;320000000000000000;19950000000000000000;5230000000000000000;10690000000000000000;4100000000000000000;332400000000000000;-1155100000000000000
725000000000000000000;24511000000000000;370000000000000000;7090000000000000000;1870000000000000000;3900000000000000000;1420000000000000000;332000000000000000;-1156000000000000000
875000000000000000000;29000000000000000;270000000000000000;4520000000000000000;1030000000000000000;2580000000000000000;610000000000000000;330900000000000000;-1157300000000000000
612000000000000000000;20463000000000000;170000000000000000;10090000000000000000;2310000000000000000;7450000000000000000;2170000000000000000;330400000000000000;-1156200000000000000
620000000000000000000;22969000000000000;200000000000000000;11210000000000000000;2440000000000000000;7660000000000000000;2300000000000000000;330400000000000000;-1156200000000000000
917000000000000000000;33472000000000000;310000000000000000;3140000000000000000;610000000000000000;1520000000000000000;560000000000000000;330400000000000000;-1156000000000000000
1078000000000000000000;34038000000000000;290000000000000000;11410000000000000000;2200000000000000000;6840000000000000000;1940000000000000000;329900000000000000;-1154100000000000000
1135000000000000000000;31979000000000000;170000000000000000;8410000000000000000;1460000000000000000;4730000000000000000;1540000000000000000;329600000000000000;-1155900000000000000
586000000000000000000;14583000000000000;320000000000000000;16150000000000000000;3820000000000000000;13070000000000000000;3450000000000000000;329800000000000000;-1155200000000000000
664000000000000000000;22054000000000000;210000000000000000;13020000000000000000;3270000000000000000;12440000000000000000;3160000000000000000;329800000000000000;-1155200000000000000
622000000000000000000;17159000000000000;250000000000000000;25780000000000000000;6340000000000000000;20820000000000000000;5650000000000000000;329900000000000000;-1155300000000000000
637000000000000000000;19088000000000000;200000000000000000;14020000000000000000;2870000000000000000;11040000000000000000;3170000000000000000;329900000000000000;-1155100000000000000
694000000000000000000;15372000000000000;230000000000000000;14590000000000000000;3730000000000000000;11480000000000000000;3880000000000000000;329900000000000000;-1155400000000000000
606000000000000000000;19464000000000000;270000000000000000;15130000000000000000;3950000000000000000;11210000000000000000;3810000000000000000;329800000000000000;-1155400000000000000
960000000000000000000;43523000000000000;170000000000000000;16970000000000000000;2680000000000000000;9110000000000000000;2540000000000000000;329900000000000000;-1155400000000000000
808000000000000000000;32593000000000000;240000000000000000;25650000000000000000;5300000000000000000;14470000000000000000;4730000000000000000;329800000000000000;-1155500000000000000
708000000000000000000;30091000000000000;410000000000000000;24290000000000000000;4540000000000000000;11880000000000000000;4300000000000000000;329700000000000000;-1155400000000000000
707000000000000000000;24063000000000000;350000000000000000;15830000000000000000;3400000000000000000;9330000000000000000;3180000000000000000;329700000000000000;-1155300000000000000
1430000000000000000000;54349000000000000;330000000000000000;22660000000000000000;3650000000000000000;9520000000000000000;3600000000000000000;329800000000000000;-1155500000000000000
1072000000000000000000;38177000000000000;210000000000000000;21640000000000000000;4800000000000000000;11640000000000000000;4210000000000000000;329600000000000000;-1155600000000000000
603000000000000000000;15217000000000000;340000000000000000;22310000000000000000;5450000000000000000;15680000000000000000;5100000000000000000;329700000000000000;-1155300000000000000
664000000000000000000;19750000000000000;240000000000000000;16170000000000000000;3660000000000000000;14160000000000000000;4010000000000000000;329700000000000000;-1155200000000000000
675000000000000000000;19911000000000000;100000000000000000;18790000000000000000;3870000000000000000;13760000000000000000;3370000000000000000;329700000000000000;-1155200000000000000
1000000000000000000000;36528000000000000;340000000000000000;5910000000000000000;1390000000000000000;3270000000000000000;890000000000000000;328200000000000000;-1153200000000000000
1463000000000000000000;62558000000000000;160000000000000000;11360000000000000000;1960000000000000000;4810000000000000000;1850000000000000000;327600000000000000;-1153900000000000000
1138000000000000000000;33182000000000000;190000000000000000;10870000000000000000;1710000000000000000;6490000000000000000;1730000000000000000;328600000000000000;-1154000000000000000
743000000000000000000;23594000000000000;230000000000000000;14580000000000000000;2940000000000000000;8660000000000000000;2750000000000000000;328100000000000000;-1153700000000000000
809000000000000000000;19375000000000000;140000000000000000;12760000000000000000;2700000000000000000;8670000000000000000;2610000000000000000;328200000000000000;-1153700000000000000
711000000000000000000;35735000000000000;300000000000000000;16020000000000000000;3220000000000000000;11300000000000000000;3350000000000000000;328200000000000000;-1153700000000000000
658000000000000000000;19939000000000000;380000000000000000;18920000000000000000;3940000000000000000;11750000000000000000;3740000000000000000;328200000000000000;-1153800000000000000
675000000000000000000;18958000000000000;350000000000000000;12630000000000000000;2620000000000000000;9500000000000000000;2410000000000000000;328100000000000000;-1153800000000000000
686000000000000000000;17604000000000000;320000000000000000;7410000000000000000;1910000000000000000;6230000000000000000;1690000000000000000;328100000000000000;-1153700000000000000
623000000000000000000;32396000000000000;330000000000000000;13650000000000000000;2690000000000000000;8250000000000000000;2500000000000000000;328500000000000000;-1155700000000000000
635000000000000000000;17411000000000000;170000000000000000;10390000000000000000;2560000000000000000;7280000000000000000;2460000000000000000;328500000000000000;-1155700000000000000
611000000000000000000;19531000000000000;290000000000000000;12070000000000000000;3010000000000000000;8040000000000000000;2880000000000000000;328400000000000000;-1155700000000000000
675000000000000000000;35282000000000000;310000000000000000;14940000000000000000;2890000000000000000;9590000000000000000;2840000000000000000;328300000000000000;-1155700000000000000
908000000000000000000;48750000000000000;200000000000000000;16080000000000000000;2740000000000000000;8620000000000000000;2480000000000000000;328500000000000000;-1155900000000000000
832000000000000000000;41293000000000000;30000000000000000;16290000000000000000;3170000000000000000;10050000000000000000;3120000000000000000;328700000000000000;-1156000000000000000
1028000000000000000000;33583000000000000;190000000000000000;5410000000000000000;1040000000000000000;4570000000000000000;1060000000000000000;328700000000000000;-1154900000000000000
1250000000000000000000;31667000000000000;230000000000000000;12280000000000000000;2350000000000000000;5690000000000000000;2350000000000000000;328000000000000000;-1156400000000000000
552000000000000000000;21792000000000000;180000000000000000;15640000000000000000;3400000000000000000;11610000000000000000;3430000000000000000;327900000000000000;-1156900000000000000
938000000000000000000;22083000000000000;440000000000000000;4720000000000000000;810000000000000000;2060000000000000000;570000000000000000;328000000000000000;-1157300000000000000
875000000000000000000;20938000000000000;160000000000000000;3480000000000000000;990000000000000000;1230000000000000000;540000000000000000;327500000000000000;-1157200000000000000
1125000000000000000000;16250000000000000;190000000000000000;3770000000000000000;690000000000000000;1980000000000000000;550000000000000000;327500000000000000;-1156400000000000000
963000000000000000000;44750000000000000;50000000000000000;8050000000000000000;1430000000000000000;4580000000000000000;1430000000000000000;328100000000000000;-1155800000000000000
675000000000000000000;25664000000000000;340000000000000000;15400000000000000000;3160000000000000000;10130000000000000000;2740000000000000000;328200000000000000;-1155500000000000000
875000000000000000000;36597000000000000;100000000000000000;10880000000000000000;2030000000000000000;5330000000000000000;2010000000000000000;328100000000000000;-1155800000000000000
699000000000000000000;17188000000000000;170000000000000000;14920000000000000000;4260000000000000000;15950000000000000000;4280000000000000000;328000000000000000;-1155700000000000000
726000000000000000000;11853000000000000;160000000000000000;13070000000000000000;3590000000000000000;9610000000000000000;3270000000000000000;328000000000000000;-1155700000000000000
938000000000000000000;18750000000000000;160000000000000000;22760000000000000000;5940000000000000000;11840000000000000000;5130000000000000000;328000000000000000;-1155700000000000000
885000000000000000000;26172000000000000;210000000000000000;12600000000000000000;2460000000000000000;8050000000000000000;2390000000000000000;328000000000000000;-1154800000000000000
792000000000000000000;22417000000000000;180000000000000000;17150000000000000000;3370000000000000000;11660000000000000000;3330000000000000000;327700000000000000;-1155200000000000000
612000000000000000000;17350000000000000;140000000000000000;15270000000000000000;3250000000000000000;14530000000000000000;3320000000000000000;327300000000000000;-1155300000000000000
631000000000000000000;23571000000000000;170000000000000000;11900000000000000000;2750000000000000000;11130000000000000000;2580000000000000000;327300000000000000;-1155200000000000000
1425000000000000000000;34107000000000000;130000000000000000;3300000000000000000;720000000000000000;8220000000000000000;640000000000000000;327500000000000000;-1155000000000000000
610000000000000000000;21136000000000000;230000000000000000;6660000000000000000;1420000000000000000;5800000000000000000;1600000000000000000;328000000000000000;-1155500000000000000
536000000000000000000;12083000000000000;220000000000000000;5650000000000000000;1620000000000000000;6920000000000000000;1410000000000000000;327900000000000000;-1155500000000000000
561000000000000000000;16607000000000000;300000000000000000;7520000000000000000;1940000000000000000;7330000000000000000;1860000000000000000;327900000000000000;-1155400000000000000
604000000000000000000;12750000000000000;230000000000000000;17120000000000000000;4030000000000000000;13700000000000000000;3770000000000000000;327900000000000000;-1155400000000000000
596000000000000000000;16351000000000000;230000000000000000;10040000000000000000;2210000000000000000;6970000000000000000;2010000000000000000;327900000000000000;-1155500000000000000
686000000000000000000;45714000000000000;330000000000000000;11920000000000000000;2130000000000000000;10660000000000000000;2110000000000000000;328000000000000000;-1155700000000000000
639000000000000000000;21979000000000000;250000000000000000;13110000000000000000;3750000000000000000;11930000000000000000;3510000000000000000;328000000000000000;-1155600000000000000
594000000000000000000;15987000000000000;280000000000000000;16720000000000000000;4160000000000000000;13350000000000000000;3970000000000000000;328000000000000000;-1155600000000000000
694000000000000000000;13882000000000000;150000000000000000;11710000000000000000;3280000000000000000;10240000000000000000;2980000000000000000;328000000000000000;-1155600000000000000
583000000000000000000;13373000000000000;180000000000000000;11780000000000000000;4380000000000000000;13770000000000000000;4290000000000000000;327900000000000000;-1155600000000000000
762000000000000000000;32083000000000000;340000000000000000;28560000000000000000;5550000000000000000;16270000000000000000;5220000000000000000;327800000000000000;-1155600000000000000
625000000000000000000;11707000000000000;200000000000000000;23720000000000000000;8350000000000000000;22830000000000000000;7670000000000000000;327900000000000000;-1155600000000000000
681000000000000000000;16667000000000000;500000000000000000;12910000000000000000;2770000000000000000;8640000000000000000;2740000000000000000;327900000000000000;-1155700000000000000
708000000000000000000;30603000000000000;460000000000000000;25110000000000000000;4900000000000000000;15830000000000000000;4690000000000000000;327800000000000000;-1155600000000000000
862000000000000000000;46154000000000000;350000000000000000;11850000000000000000;2020000000000000000;6150000000000000000;1910000000000000000;327800000000000000;-1155600000000000000
996000000000000000000;51280000000000000;250000000000000000;20070000000000000000;3010000000000000000;11350000000000000000;3320000000000000000;327800000000000000;-1155700000000000000
762000000000000000000;31597000000000000;290000000000000000;15680000000000000000;2830000000000000000;8480000000000000000;2450000000000000000;327800000000000000;-1155600000000000000
843000000000000000000;28025000000000000;50000000000000000;26520000000000000000;6060000000000000000;17670000000000000000;5360000000000000000;327800000000000000;-1155500000000000000
1101000000000000000000;57843000000000000;50000000000000000;24940000000000000000;4140000000000000000;14160000000000000000;4210000000000000000;327800000000000000;-1155800000000000000
1599000000000000000000;63814000000000000;80000000000000000;21830000000000000000;3070000000000000000;10000000000000000000;2870000000000000000;327900000000000000;-1155900000000000000
644000000000000000000;16635000000000000;140000000000000000;16870000000000000000;5070000000000000000;7620000000000000000;4510000000000000000;327900000000000000;-1155800000000000000
736000000000000000000;36042000000000000;340000000000000000;11520000000000000000;2080000000000000000;6210000000000000000;2080000000000000000;327900000000000000;-1155700000000000000
864000000000000000000;40375000000000000;290000000000000000;23210000000000000000;3670000000000000000;11730000000000000000;3600000000000000000;327800000000000000;-1155700000000000000
972000000000000000000;62715000000000000;200000000000000000;15340000000000000000;2350000000000000000;8710000000000000000;2220000000000000000;327800000000000000;-1155700000000000000
875000000000000000000;43021000000000000;150000000000000000;14130000000000000000;2790000000000000000;8030000000000000000;2770000000000000000;327800000000000000;-1155700000000000000
1403000000000000000000;44821000000000000;150000000000000000;12780000000000000000;2170000000000000000;6530000000000000000;1850000000000000000;327600000000000000;-1155600000000000000
944000000000000000000;25769000000000000;300000000000000000;9350000000000000000;1770000000000000000;6490000000000000000;1480000000000000000;326900000000000000;-1155900000000000000
640000000000000000000;18990000000000000;170000000000000000;19600000000000000000;3890000000000000000;16910000000000000000;3560000000000000000;326900000000000000;-1154900000000000000
958000000000000000000;16838000000000000;190000000000000000;5830000000000000000;1130000000000000000;5310000000000000000;1340000000000000000;327000000000000000;-1154000000000000000
701000000000000000000;13750000000000000;250000000000000000;23220000000000000000;5730000000000000000;21850000000000000000;6020000000000000000;326700000000000000;-1154900000000000000
731000000000000000000;14828000000000000;240000000000000000;12660000000000000000;2750000000000000000;10830000000000000000;2980000000000000000;326700000000000000;-1154900000000000000
912000000000000000000;23319000000000000;150000000000000000;34140000000000000000;6660000000000000000;20970000000000000000;6220000000000000000;326800000000000000;-1154800000000000000
884000000000000000000;15931000000000000;180000000000000000;36310000000000000000;9130000000000000000;35650000000000000000;9240000000000000000;326800000000000000;-1155000000000000000
755000000000000000000;21776000000000000;350000000000000000;21590000000000000000;4920000000000000000;16940000000000000000;4750000000000000000;326700000000000000;-1155000000000000000
847000000000000000000;11311000000000000;290000000000000000;15230000000000000000;4400000000000000000;13020000000000000000;3930000000000000000;326700000000000000;-1154900000000000000
727000000000000000000;26250000000000000;110000000000000000;28720000000000000000;6100000000000000000;26440000000000000000;5810000000000000000;326800000000000000;-1155100000000000000
677000000000000000000;20625000000000000;60000000000000000;28040000000000000000;5810000000000000000;28070000000000000000;5940000000000000000;326700000000000000;-1155200000000000000
813000000000000000000;17292000000000000;170000000000000000;2900000000000000000;940000000000000000;1350000000000000000;570000000000000000;333300000000000000;-1160500000000000000
513000000000000000000;12639000000000000;160000000000000000;2450000000000000000;570000000000000000;810000000000000000;330000000000000000;331900000000000000;-1160000000000000000
325000000000000000000;40208000000000000;150000000000000000;2080000000000000000;490000000000000000;510000000000000000;200000000000000000;329300000000000000;-1158800000000000000
439000000000000000000;14338000000000000;260000000000000000;11340000000000000000;2800000000000000000;3290000000000000000;1580000000000000000;327400000000000000;-1160000000000000000
575000000000000000000;15417000000000000;180000000000000000;4140000000000000000;860000000000000000;980000000000000000;540000000000000000;326900000000000000;-1159000000000000000
628000000000000000000;28684000000000000;200000000000000000;19960000000000000000;5150000000000000000;6590000000000000000;2950000000000000000;334100000000000000;-1160100000000000000
543000000000000000000;20109000000000000;150000000000000000;19450000000000000000;5360000000000000000;5150000000000000000;2730000000000000000;334000000000000000;-1159900000000000000
588000000000000000000;27000000000000000;50000000000000000;1860000000000000000;430000000000000000;410000000000000000;210000000000000000;333800000000000000;-1159400000000000000
538000000000000000000;14688000000000000;80000000000000000;2400000000000000000;460000000000000000;630000000000000000;240000000000000000;333200000000000000;-1159800000000000000
675000000000000000000;9220000000000000;150000000000000000;4590000000000000000;950000000000000000;1600000000000000000;730000000000000000;333600000000000000;-1159100000000000000
628000000000000000000;17857000000000000;190000000000000000;12100000000000000000;2480000000000000000;3290000000000000000;1550000000000000000;333400000000000000;-1159000000000000000
544000000000000000000;11250000000000000;270000000000000000;3220000000000000000;810000000000000000;1120000000000000000;570000000000000000;333000000000000000;-1159600000000000000
538000000000000000000;18958000000000000;120000000000000000;990000000000000000;250000000000000000;370000000000000000;170000000000000000;332800000000000000;-1159500000000000000
475000000000000000000;53374000000000000;20000000000000000;960000000000000000;180000000000000000;300000000000000000;160000000000000000;332600000000000000;-1158000000000000000
592000000000000000000;8964000000000000;240000000000000000;7960000000000000000;2430000000000000000;2270000000000000000;1390000000000000000;334300000000000000;-1147300000000000000
575000000000000000000;31607000000000000;180000000000000000;11830000000000000000;3630000000000000000;3740000000000000000;1270000000000000000;330700000000000000;-1149800000000000000
500000000000000000000;17727000000000000;190000000000000000;7490000000000000000;2380000000000000000;4760000000000000000;1690000000000000000;333600000000000000;-1157300000000000000
300000000000000000000;12132000000000000;230000000000000000;15860000000000000000;4480000000000000000;3380000000000000000;1820000000000000000;333500000000000000;-1157300000000000000
250000000000000000000;8571000000000000;210000000000000000;440000000000000000;330000000000000000;640000000000000000;270000000000000000;327900000000000000;-1146500000000000000
561000000000000000000;12750000000000000;190000000000000000;25700000000000000000;8200000000000000000;14310000000000000000;6080000000000000000;328000000000000000;-1145500000000000000
450000000000000000000;8585000000000000;150000000000000000;14480000000000000000;3780000000000000000;9490000000000000000;3000000000000000000;327600000000000000;-1146300000000000000
440000000000000000000;12049000000000000;170000000000000000;13880000000000000000;3860000000000000000;7750000000000000000;3200000000000000000;327400000000000000;-1146600000000000000
1083000000000000000000;21212000000000000;160000000000000000;38060000000000000000;7940000000000000000;15010000000000000000;7140000000000000000;373500000000000000;-1181800000000000000
1415000000000000000000;41576000000000000;190000000000000000;24600000000000000000;4050000000000000000;12250000000000000000;4250000000000000000;374000000000000000;-1184300000000000000
1660000000000000000000;32132000000000000;190000000000000000;26820000000000000000;5180000000000000000;11340000000000000000;3990000000000000000;373900000000000000;-1186000000000000000
1188000000000000000000;30817000000000000;200000000000000000;14680000000000000000;2830000000000000000;7210000000000000000;2700000000000000000;372500000000000000;-1184500000000000000
1397000000000000000000;43370000000000000;260000000000000000;31350000000000000000;5240000000000000000;13850000000000000000;5230000000000000000;373700000000000000;-1184500000000000000
1804000000000000000000;43750000000000000;210000000000000000;33020000000000000000;5570000000000000000;14130000000000000000;5200000000000000000;373500000000000000;-1184200000000000000
544000000000000000000;17388000000000000;180000000000000000;22810000000000000000;5200000000000000000;14250000000000000000;4650000000000000000;373600000000000000;-1184200000000000000
1161000000000000000000;19722000000000000;340000000000000000;24650000000000000000;6190000000000000000;11720000000000000000;5750000000000000000;373600000000000000;-1184000000000000000
1058000000000000000000;18325000000000000;250000000000000000;32950000000000000000;8240000000000000000;14770000000000000000;7700000000000000000;373700000000000000;-1183900000000000000
984000000000000000000;23261000000000000;380000000000000000;18130000000000000000;4100000000000000000;9020000000000000000;3960000000000000000;373600000000000000;-1183900000000000000
945000000000000000000;27500000000000000;220000000000000000;34800000000000000000;6730000000000000000;15410000000000000000;6360000000000000000;371700000000000000;-1183000000000000000
1375000000000000000000;17292000000000000;190000000000000000;990000000000000000;260000000000000000;510000000000000000;220000000000000000;369500000000000000;-1179000000000000000
806000000000000000000;23250000000000000;350000000000000000;25630000000000000000;5300000000000000000;8610000000000000000;3710000000000000000;369400000000000000;-1183100000000000000
742000000000000000000;20357000000000000;340000000000000000;20900000000000000000;4780000000000000000;8960000000000000000;4260000000000000000;366400000000000000;-1180500000000000000
1047000000000000000000;22574000000000000;230000000000000000;23110000000000000000;4870000000000000000;10190000000000000000;3840000000000000000;366300000000000000;-1181800000000000000
455000000000000000000;17868000000000000;250000000000000000;17090000000000000000;4390000000000000000;6320000000000000000;2920000000000000000;361300000000000000;-1176900000000000000
149990000000000000000;21000000000000000;190000000000000000;6190000000000000000;2390000000000000000;4900000000000000000;1640000000000000000;364000000000000000;-1170200000000000000
329000000000000000000;11471000000000000;140000000000000000;13720000000000000000;3860000000000000000;4360000000000000000;2130000000000000000;360000000000000000;-1162200000000000000
649000000000000000000;27583000000000000;420000000000000000;22710000000000000000;4580000000000000000;11240000000000000000;4470000000000000000;354200000000000000;-1190200000000000000
624000000000000000000;25703000000000000;450000000000000000;16280000000000000000;3520000000000000000;7540000000000000000;3340000000000000000;354200000000000000;-1190300000000000000
679000000000000000000;26094000000000000;380000000000000000;29520000000000000000;5980000000000000000;14910000000000000000;5680000000000000000;354200000000000000;-1190300000000000000
871000000000000000000;43162000000000000;140000000000000000;35200000000000000000;6040000000000000000;17480000000000000000;5820000000000000000;354500000000000000;-1190300000000000000
770000000000000000000;30268000000000000;50000000000000000;21330000000000000000;4870000000000000000;11820000000000000000;4380000000000000000;354400000000000000;-1190500000000000000
844000000000000000000;40125000000000000;290000000000000000;34150000000000000000;6310000000000000000;15270000000000000000;5970000000000000000;354400000000000000;-1190200000000000000
707000000000000000000;31736000000000000;390000000000000000;20330000000000000000;3700000000000000000;9560000000000000000;3790000000000000000;354300000000000000;-1190200000000000000
672000000000000000000;22727000000000000;400000000000000000;10890000000000000000;2260000000000000000;5200000000000000000;2180000000000000000;354200000000000000;-1190200000000000000
574000000000000000000;18472000000000000;360000000000000000;20440000000000000000;4470000000000000000;10210000000000000000;3740000000000000000;354200000000000000;-1190200000000000000
526000000000000000000;14598000000000000;400000000000000000;19120000000000000000;4390000000000000000;10150000000000000000;4130000000000000000;354200000000000000;-1190200000000000000
546000000000000000000;16286000000000000;420000000000000000;17050000000000000000;4180000000000000000;9050000000000000000;3930000000000000000;354200000000000000;-1190300000000000000
543000000000000000000;17857000000000000;410000000000000000;18080000000000000000;4350000000000000000;10050000000000000000;3730000000000000000;354100000000000000;-1190300000000000000
547000000000000000000;18403000000000000;470000000000000000;16910000000000000000;4020000000000000000;9130000000000000000;3580000000000000000;354200000000000000;-1190400000000000000
570000000000000000000;28393000000000000;410000000000000000;19920000000000000000;4210000000000000000;10060000000000000000;4190000000000000000;354200000000000000;-1190500000000000000
632000000000000000000;23250000000000000;350000000000000000;23530000000000000000;4830000000000000000;13680000000000000000;4550000000000000000;354200000000000000;-1190500000000000000
670000000000000000000;20575000000000000;210000000000000000;25340000000000000000;5540000000000000000;12970000000000000000;5170000000000000000;354100000000000000;-1190200000000000000
519000000000000000000;19700000000000000;410000000000000000;22210000000000000000;5160000000000000000;11060000000000000000;4730000000000000000;354100000000000000;-1190200000000000000
532000000000000000000;20331000000000000;370000000000000000;17610000000000000000;4430000000000000000;9110000000000000000;3650000000000000000;354100000000000000;-1190300000000000000
694000000000000000000;30625000000000000;250000000000000000;15770000000000000000;3100000000000000000;8440000000000000000;3090000000000000000;354100000000000000;-1190400000000000000
514000000000000000000;13222000000000000;310000000000000000;23480000000000000000;7010000000000000000;14130000000000000000;6110000000000000000;354100000000000000;-1190200000000000000
635000000000000000000;21818000000000000;350000000000000000;26080000000000000000;6200000000000000000;15660000000000000000;5830000000000000000;354000000000000000;-1190300000000000000
675000000000000000000;13587000000000000;200000000000000000;32680000000000000000;8330000000000000000;16220000000000000000;7580000000000000000;354100000000000000;-1190400000000000000
1320000000000000000000;55261000000000000;100000000000000000;41590000000000000000;6080000000000000000;20890000000000000000;5910000000000000000;354200000000000000;-1190800000000000000
1076000000000000000000;26812000000000000;190000000000000000;38890000000000000000;8320000000000000000;18720000000000000000;7310000000000000000;354200000000000000;-1190700000000000000
1306000000000000000000;56235000000000000;120000000000000000;34490000000000000000;5220000000000000000;17540000000000000000;5510000000000000000;354100000000000000;-1190900000000000000
2000000000000000000000;100263000000000000;520000000000000000;1540000000000000000;280000000000000000;370000000000000000;160000000000000000;354200000000000000;-1191100000000000000
2375000000000000000000;48571000000000000;280000000000000000;2540000000000000000;350000000000000000;1180000000000000000;370000000000000000;354300000000000000;-1190900000000000000
1264000000000000000000;38611000000000000;180000000000000000;18940000000000000000;3190000000000000000;8460000000000000000;3170000000000000000;354000000000000000;-1190500000000000000
1322000000000000000000;55750000000000000;100000000000000000;64350000000000000000;10400000000000000000;32420000000000000000;10300000000000000000;353900000000000000;-1190800000000000000
446000000000000000000;17109000000000000;110000000000000000;87390000000000000000;21900000000000000000;47810000000000000000;19190000000000000000;354000000000000000;-1190100000000000000
594000000000000000000;18289000000000000;290000000000000000;18200000000000000000;4590000000000000000;11340000000000000000;4190000000000000000;353900000000000000;-1190100000000000000
506000000000000000000;14427000000000000;360000000000000000;7900000000000000000;2240000000000000000;4260000000000000000;2080000000000000000;353800000000000000;-1190100000000000000
600000000000000000000;13527000000000000;300000000000000000;2270000000000000000;750000000000000000;1690000000000000000;1010000000000000000;353900000000000000;-1190200000000000000
904000000000000000000;40208000000000000;430000000000000000;22250000000000000000;3920000000000000000;8900000000000000000;3740000000000000000;354000000000000000;-1189900000000000000
846000000000000000000;35714000000000000;480000000000000000;19080000000000000000;3310000000000000000;7890000000000000000;3210000000000000000;354000000000000000;-1189900000000000000
939000000000000000000;43906000000000000;440000000000000000;22500000000000000000;3780000000000000000;9280000000000000000;3790000000000000000;354000000000000000;-1190000000000000000
794000000000000000000;37708000000000000;420000000000000000;28390000000000000000;5160000000000000000;12030000000000000000;4870000000000000000;353900000000000000;-1190000000000000000
721000000000000000000;28295000000000000;510000000000000000;13730000000000000000;2840000000000000000;6480000000000000000;3000000000000000000;353900000000000000;-1190000000000000000
855000000000000000000;39960000000000000;360000000000000000;18960000000000000000;3150000000000000000;9370000000000000000;3030000000000000000;354100000000000000;-1189700000000000000
762000000000000000000;31906000000000000;340000000000000000;18590000000000000000;3230000000000000000;8540000000000000000;3090000000000000000;354000000000000000;-1189700000000000000
698000000000000000000;28393000000000000;340000000000000000;8130000000000000000;1710000000000000000;4400000000000000000;1700000000000000000;354000000000000000;-1189800000000000000
731000000000000000000;29821000000000000;360000000000000000;14430000000000000000;2730000000000000000;6800000000000000000;2590000000000000000;354000000000000000;-1189800000000000000
766000000000000000000;34205000000000000;360000000000000000;18640000000000000000;3310000000000000000;10520000000000000000;3250000000000000000;354000000000000000;-1189800000000000000
945000000000000000000;38750000000000000;360000000000000000;14820000000000000000;2660000000000000000;6400000000000000000;2740000000000000000;354100000000000000;-1189800000000000000
890000000000000000000;32325000000000000;280000000000000000;46670000000000000000;8750000000000000000;24040000000000000000;8410000000000000000;354000000000000000;-1189600000000000000
871000000000000000000;29470000000000000;290000000000000000;35480000000000000000;7290000000000000000;15420000000000000000;6590000000000000000;354100000000000000;-1189600000000000000
1017000000000000000000;36875000000000000;230000000000000000;44830000000000000000;8940000000000000000;21360000000000000000;8830000000000000000;354000000000000000;-1189500000000000000
